origin_date,scenario_id,age_group,location,target_variables,sample,value
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,39,96029
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,40,5573
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,41,11781
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,42,71247
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,43,98947
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,44,49528
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,45,8290
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,46,64191
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,47,37301
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,48,78934
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,49,18838
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,50,50066
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,51,7118
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,52,24223
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,53,63953
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,54,97015
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,55,48125
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,56,77453
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,57,11721
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,58,93597
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,59,64132
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,60,28979
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,61,72251
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,62,46877
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,63,47549
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,64,44240
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,65,91691
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,66,53136
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,67,71041
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,68,91669
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,69,11824
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,70,97662
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,71,26111
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,72,49357
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,73,79870
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,74,85812
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,75,37472
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,76,57081
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,77,90846
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,78,72887
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,79,80779
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,80,43818
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,81,76360
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,82,59380
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,83,50624
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,84,66734
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,85,71802
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,86,42333
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,87,98137
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,88,60559
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,89,53290
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,90,69547
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,91,93884
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,92,60899
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,93,79933
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,94,98538
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,95,55119
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,96,25405
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,97,96082
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,98,4789
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,99,29908
2022-05-22,A-2022-05-22,16-64,FR,inc hosp,100,81700
2022-05-22,A-2022-05-22,65-130,IE,inc case,1,34028
2022-05-22,A-2022-05-22,65-130,IE,inc case,2,66283
2022-05-22,A-2022-05-22,65-130,IE,inc case,3,33549
2022-05-22,A-2022-05-22,65-130,IE,inc case,4,43978
2022-05-22,A-2022-05-22,65-130,IE,inc case,5,68227
2022-05-22,A-2022-05-22,65-130,IE,inc case,6,49586
2022-05-22,A-2022-05-22,65-130,IE,inc case,7,79528
2022-05-22,A-2022-05-22,65-130,IE,inc case,8,47820
2022-05-22,A-2022-05-22,65-130,IE,inc case,9,13970
2022-05-22,A-2022-05-22,65-130,IE,inc case,10,64174
2022-05-22,A-2022-05-22,65-130,IE,inc case,11,95097
2022-05-22,A-2022-05-22,65-130,IE,inc case,12,41242
2022-05-22,A-2022-05-22,65-130,IE,inc case,13,95926
2022-05-22,A-2022-05-22,65-130,IE,inc case,14,62241
2022-05-22,A-2022-05-22,65-130,IE,inc case,15,1192
2022-05-22,A-2022-05-22,65-130,IE,inc case,16,71547
2022-05-22,A-2022-05-22,65-130,IE,inc case,17,70394
2022-05-22,A-2022-05-22,65-130,IE,inc case,18,44245
2022-05-22,A-2022-05-22,65-130,IE,inc case,19,75813
2022-05-22,A-2022-05-22,65-130,IE,inc case,20,95400
2022-05-22,A-2022-05-22,65-130,IE,inc case,21,70857
2022-05-22,A-2022-05-22,65-130,IE,inc case,22,54361
2022-05-22,A-2022-05-22,65-130,IE,inc case,23,60465
2022-05-22,A-2022-05-22,65-130,IE,inc case,24,86388
2022-05-22,A-2022-05-22,65-130,IE,inc case,25,30614
2022-05-22,A-2022-05-22,65-130,IE,inc case,26,75775
2022-05-22,A-2022-05-22,65-130,IE,inc case,27,47179
2022-05-22,A-2022-05-22,65-130,IE,inc case,28,59632
2022-05-22,A-2022-05-22,65-130,IE,inc case,29,47739
2022-05-22,A-2022-05-22,65-130,IE,inc case,30,76803
2022-05-22,A-2022-05-22,65-130,IE,inc case,31,62011
2022-05-22,A-2022-05-22,65-130,IE,inc case,32,44426
2022-05-22,A-2022-05-22,65-130,IE,inc case,33,43925
2022-05-22,A-2022-05-22,65-130,IE,inc case,34,61475
2022-05-22,A-2022-05-22,65-130,IE,inc case,35,87748
2022-05-22,A-2022-05-22,65-130,IE,inc case,36,36677
2022-05-22,A-2022-05-22,65-130,IE,inc case,37,25983
2022-05-22,A-2022-05-22,65-130,IE,inc case,38,25507
2022-05-22,A-2022-05-22,65-130,IE,inc case,39,10298
2022-05-22,A-2022-05-22,65-130,IE,inc case,40,38070
2022-05-22,A-2022-05-22,65-130,IE,inc case,41,57325
2022-05-22,A-2022-05-22,65-130,IE,inc case,42,38727
2022-05-22,A-2022-05-22,65-130,IE,inc case,43,50943
2022-05-22,A-2022-05-22,65-130,IE,inc case,44,37015
2022-05-22,A-2022-05-22,65-130,IE,inc case,45,92069
2022-05-22,A-2022-05-22,65-130,IE,inc case,46,59994
2022-05-22,A-2022-05-22,65-130,IE,inc case,47,26077
2022-05-22,A-2022-05-22,65-130,IE,inc case,48,62122
2022-05-22,A-2022-05-22,65-130,IE,inc case,49,62453
2022-05-22,A-2022-05-22,65-130,IE,inc case,50,10383
2022-05-22,A-2022-05-22,65-130,IE,inc case,51,3418
2022-05-22,A-2022-05-22,65-130,IE,inc case,52,17511
2022-05-22,A-2022-05-22,65-130,IE,inc case,53,79003
2022-05-22,A-2022-05-22,65-130,IE,inc case,54,46029
2022-05-22,A-2022-05-22,65-130,IE,inc case,55,23998
2022-05-22,A-2022-05-22,65-130,IE,inc case,56,91652
2022-05-22,A-2022-05-22,65-130,IE,inc case,57,7024
2022-05-22,A-2022-05-22,65-130,IE,inc case,58,34680
2022-05-22,A-2022-05-22,65-130,IE,inc case,59,637
2022-05-22,A-2022-05-22,65-130,IE,inc case,60,37851
2022-05-22,A-2022-05-22,65-130,IE,inc case,61,50852
2022-05-22,A-2022-05-22,65-130,IE,inc case,62,20979
2022-05-22,A-2022-05-22,65-130,IE,inc case,63,52093
2022-05-22,A-2022-05-22,65-130,IE,inc case,64,60617
2022-05-22,A-2022-05-22,65-130,IE,inc case,65,69585
2022-05-22,A-2022-05-22,65-130,IE,inc case,66,36127
2022-05-22,A-2022-05-22,65-130,IE,inc case,67,14507
2022-05-22,A-2022-05-22,65-130,IE,inc case,68,47572
2022-05-22,A-2022-05-22,65-130,IE,inc case,69,28777
2022-05-22,A-2022-05-22,65-130,IE,inc case,70,44478
2022-05-22,A-2022-05-22,65-130,IE,inc case,71,92662
2022-05-22,A-2022-05-22,65-130,IE,inc case,72,89808
2022-05-22,A-2022-05-22,65-130,IE,inc case,73,49677
2022-05-22,A-2022-05-22,65-130,IE,inc case,74,19744
2022-05-22,A-2022-05-22,65-130,IE,inc case,75,44534
2022-05-22,A-2022-05-22,65-130,IE,inc case,76,65141
2022-05-22,A-2022-05-22,65-130,IE,inc case,77,18640
2022-05-22,A-2022-05-22,65-130,IE,inc case,78,30388
2022-05-22,A-2022-05-22,65-130,IE,inc case,79,52986
2022-05-22,A-2022-05-22,65-130,IE,inc case,80,22571
2022-05-22,A-2022-05-22,65-130,IE,inc case,81,80970
2022-05-22,A-2022-05-22,65-130,IE,inc case,82,91907
2022-05-22,A-2022-05-22,65-130,IE,inc case,83,92290
2022-05-22,A-2022-05-22,65-130,IE,inc case,84,18947
2022-05-22,A-2022-05-22,65-130,IE,inc case,85,14652
2022-05-22,A-2022-05-22,65-130,IE,inc case,86,48147
2022-05-22,A-2022-05-22,65-130,IE,inc case,87,65886
2022-05-22,A-2022-05-22,65-130,IE,inc case,88,27290
2022-05-22,A-2022-05-22,65-130,IE,inc case,89,67279
2022-05-22,A-2022-05-22,65-130,IE,inc case,90,51661
2022-05-22,A-2022-05-22,65-130,IE,inc case,91,58828
2022-05-22,A-2022-05-22,65-130,IE,inc case,92,61898
2022-05-22,A-2022-05-22,65-130,IE,inc case,93,75239
2022-05-22,A-2022-05-22,65-130,IE,inc case,94,23885
2022-05-22,A-2022-05-22,65-130,IE,inc case,95,3005
2022-05-22,A-2022-05-22,65-130,IE,inc case,96,18028
2022-05-22,A-2022-05-22,65-130,IE,inc case,97,23156
2022-05-22,A-2022-05-22,65-130,IE,inc case,98,30584
2022-05-22,A-2022-05-22,65-130,IE,inc case,99,49839
2022-05-22,A-2022-05-22,65-130,IE,inc case,100,83962
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,1,17951
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,2,43573
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,3,65096
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,4,97580
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,5,86231
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,6,58886
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,7,91958
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,8,94253
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,9,86365
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,10,47064
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,11,38757
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,12,81047
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,13,86439
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,14,99231
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,15,69023
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,16,25249
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,17,53504
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,18,78625
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,19,97839
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,20,6256
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,21,6951
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,22,75024
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,23,86004
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,24,82676
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,25,17233
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,26,23647
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,27,47760
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,28,54083
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,29,93733
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,30,22238
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,31,60802
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,32,38602
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,33,92094
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,34,83805
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,35,37132
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,36,74644
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,37,23381
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,38,50907
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,39,16793
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,40,41457
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,41,55732
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,42,21599
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,43,92848
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,44,76526
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,45,10621
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,46,92368
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,47,68730
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,48,71383
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,49,83333
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,50,70881
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,51,74906
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,52,10754
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,53,33612
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,54,27096
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,55,63659
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,56,86868
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,57,45177
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,58,12260
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,59,21341
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,60,80410
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,61,69227
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,62,43331
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,63,65598
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,64,40855
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,65,91898
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,66,21013
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,67,69238
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,68,76715
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,69,44665
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,70,69953
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,71,53734
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,72,25105
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,73,88332
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,74,39123
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,75,99792
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,76,20387
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,77,28807
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,78,80848
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,79,61925
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,80,63256
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,81,57223
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,82,95939
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,83,45585
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,84,29970
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,85,54918
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,86,50141
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,87,30594
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,88,78283
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,89,90402
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,90,81147
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,91,65389
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,92,54428
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,93,55866
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,94,74722
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,95,2124
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,96,76152
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,97,33192
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,98,1795
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,99,73529
2022-05-22,A-2022-05-22,65-130,IE,inc hosp,100,20525
2022-05-22,A-2022-05-22,65-130,PL,inc case,1,16963
2022-05-22,A-2022-05-22,65-130,PL,inc case,2,46701
2022-05-22,A-2022-05-22,65-130,PL,inc case,3,58624
2022-05-22,A-2022-05-22,65-130,PL,inc case,4,13562
2022-05-22,A-2022-05-22,65-130,PL,inc case,5,54880
2022-05-22,A-2022-05-22,65-130,PL,inc case,6,21251
2022-05-22,A-2022-05-22,65-130,PL,inc case,7,14358
2022-05-22,A-2022-05-22,65-130,PL,inc case,8,57013
2022-05-22,A-2022-05-22,65-130,PL,inc case,9,63234
2022-05-22,A-2022-05-22,65-130,PL,inc case,10,95698
2022-05-22,A-2022-05-22,65-130,PL,inc case,11,68261
2022-05-22,A-2022-05-22,65-130,PL,inc case,12,457
2022-05-22,A-2022-05-22,65-130,PL,inc case,13,83287
2022-05-22,A-2022-05-22,65-130,PL,inc case,14,27173
2022-05-22,A-2022-05-22,65-130,PL,inc case,15,48892
2022-05-22,A-2022-05-22,65-130,PL,inc case,16,35735
2022-05-22,A-2022-05-22,65-130,PL,inc case,17,25921
2022-05-22,A-2022-05-22,65-130,PL,inc case,18,63266
2022-05-22,A-2022-05-22,65-130,PL,inc case,19,77572
2022-05-22,A-2022-05-22,65-130,PL,inc case,20,40769
2022-05-22,A-2022-05-22,65-130,PL,inc case,21,34357
2022-05-22,A-2022-05-22,65-130,PL,inc case,22,5543
2022-05-22,A-2022-05-22,65-130,PL,inc case,23,24779
2022-05-22,A-2022-05-22,65-130,PL,inc case,24,62629
2022-05-22,A-2022-05-22,65-130,PL,inc case,25,83883
2022-05-22,A-2022-05-22,65-130,PL,inc case,26,35765
2022-05-22,A-2022-05-22,65-130,PL,inc case,27,55412
2022-05-22,A-2022-05-22,65-130,PL,inc case,28,53478
2022-05-22,A-2022-05-22,65-130,PL,inc case,29,57592
2022-05-22,A-2022-05-22,65-130,PL,inc case,30,70867
2022-05-22,A-2022-05-22,65-130,PL,inc case,31,66124
2022-05-22,A-2022-05-22,65-130,PL,inc case,32,87786
2022-05-22,A-2022-05-22,65-130,PL,inc case,33,67457
2022-05-22,A-2022-05-22,65-130,PL,inc case,34,64617
2022-05-22,A-2022-05-22,65-130,PL,inc case,35,54714
2022-05-22,A-2022-05-22,65-130,PL,inc case,36,20030
2022-05-22,A-2022-05-22,65-130,PL,inc case,37,6647
2022-05-22,A-2022-05-22,65-130,PL,inc case,38,75347
2022-05-22,A-2022-05-22,65-130,PL,inc case,39,18046
2022-05-22,A-2022-05-22,65-130,PL,inc case,40,52274
2022-05-22,A-2022-05-22,65-130,PL,inc case,41,28464
2022-05-22,A-2022-05-22,65-130,PL,inc case,42,41932
2022-05-22,A-2022-05-22,65-130,PL,inc case,43,86800
2022-05-22,A-2022-05-22,65-130,PL,inc case,44,28873
2022-05-22,A-2022-05-22,65-130,PL,inc case,45,33514
2022-05-22,A-2022-05-22,65-130,PL,inc case,46,77506
2022-05-22,A-2022-05-22,65-130,PL,inc case,47,67701
2022-05-22,A-2022-05-22,65-130,PL,inc case,48,41304
2022-05-22,A-2022-05-22,65-130,PL,inc case,49,76135
2022-05-22,A-2022-05-22,65-130,PL,inc case,50,21459
2022-05-22,A-2022-05-22,65-130,PL,inc case,51,22216
2022-05-22,A-2022-05-22,65-130,PL,inc case,52,23618
2022-05-22,A-2022-05-22,65-130,PL,inc case,53,6450
2022-05-22,A-2022-05-22,65-130,PL,inc case,54,13891
2022-05-22,A-2022-05-22,65-130,PL,inc case,55,56433
2022-05-22,A-2022-05-22,65-130,PL,inc case,56,56043
2022-05-22,A-2022-05-22,65-130,PL,inc case,57,12620
2022-05-22,A-2022-05-22,65-130,PL,inc case,58,9979
2022-05-22,A-2022-05-22,65-130,PL,inc case,59,67780
2022-05-22,A-2022-05-22,65-130,PL,inc case,60,10795
2022-05-22,A-2022-05-22,65-130,PL,inc case,61,56271
2022-05-22,A-2022-05-22,65-130,PL,inc case,62,35682
2022-05-22,A-2022-05-22,65-130,PL,inc case,63,36663
2022-05-22,A-2022-05-22,65-130,PL,inc case,64,81399
2022-05-22,A-2022-05-22,65-130,PL,inc case,65,66394
2022-05-22,A-2022-05-22,65-130,PL,inc case,66,79648
2022-05-22,A-2022-05-22,65-130,PL,inc case,67,86727
2022-05-22,A-2022-05-22,65-130,PL,inc case,68,92249
2022-05-22,A-2022-05-22,65-130,PL,inc case,69,67652
2022-05-22,A-2022-05-22,65-130,PL,inc case,70,32487
2022-05-22,A-2022-05-22,65-130,PL,inc case,71,62092
2022-05-22,A-2022-05-22,65-130,PL,inc case,72,42061
2022-05-22,A-2022-05-22,65-130,PL,inc case,73,17507
2022-05-22,A-2022-05-22,65-130,PL,inc case,74,98608
2022-05-22,A-2022-05-22,65-130,PL,inc case,75,37676
2022-05-22,A-2022-05-22,65-130,PL,inc case,76,57705
2022-05-22,A-2022-05-22,65-130,PL,inc case,77,34946
2022-05-22,A-2022-05-22,65-130,PL,inc case,78,34995
2022-05-22,A-2022-05-22,65-130,PL,inc case,79,70528
2022-05-22,A-2022-05-22,65-130,PL,inc case,80,92235
2022-05-22,A-2022-05-22,65-130,PL,inc case,81,37205
2022-05-22,A-2022-05-22,65-130,PL,inc case,82,5458
2022-05-22,A-2022-05-22,65-130,PL,inc case,83,16427
2022-05-22,A-2022-05-22,65-130,PL,inc case,84,77619
2022-05-22,A-2022-05-22,65-130,PL,inc case,85,23360
2022-05-22,A-2022-05-22,65-130,PL,inc case,86,94117
2022-05-22,A-2022-05-22,65-130,PL,inc case,87,48692
2022-05-22,A-2022-05-22,65-130,PL,inc case,88,64484
2022-05-22,A-2022-05-22,65-130,PL,inc case,89,54718
2022-05-22,A-2022-05-22,65-130,PL,inc case,90,61419
2022-05-22,A-2022-05-22,65-130,PL,inc case,91,19669
2022-05-22,A-2022-05-22,65-130,PL,inc case,92,79131
2022-05-22,A-2022-05-22,65-130,PL,inc case,93,93907
2022-05-22,A-2022-05-22,65-130,PL,inc case,94,85469
2022-05-22,A-2022-05-22,65-130,PL,inc case,95,84281
2022-05-22,A-2022-05-22,65-130,PL,inc case,96,65797
2022-05-22,A-2022-05-22,65-130,PL,inc case,97,21437
2022-05-22,A-2022-05-22,65-130,PL,inc case,98,62007
2022-05-22,A-2022-05-22,65-130,PL,inc case,99,57789
2022-05-22,A-2022-05-22,65-130,PL,inc case,100,67327
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,1,17907
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,2,89166
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,3,44066
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,4,62873
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,5,19946
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,6,81896
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,7,56613
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,8,55352
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,9,10605
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,10,46251
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,11,79159
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,12,17182
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,13,25548
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,14,5665
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,15,19264
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,16,28104
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,17,27927
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,18,40206
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,19,28766
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,20,84052
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,21,71839
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,22,50352
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,23,51432
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,24,1363
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,25,51607
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,26,12208
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,27,98168
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,28,45164
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,29,40059
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,30,64559
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,31,37263
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,32,8312
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,33,94872
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,34,21829
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,35,85332
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,36,37671
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,37,67638
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,38,26683
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,39,86429
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,40,84176
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,41,90833
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,42,40878
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,43,75231
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,44,90975
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,45,64303
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,46,43072
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,47,66308
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,48,78550
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,49,67283
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,50,93701
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,51,26882
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,52,52215
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,53,72673
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,54,77580
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,55,71700
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,56,34217
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,57,77431
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,58,26086
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,59,69325
2022-05-22,A-2022-05-22,65-130,PL,inc hosp,60,32519
